inchi_key,smiles,homo (eV),lumo (eV),vertical_excitation_energy (eV),redox_potential_S0 (eV),redox_potential_S1 (eV),redox_potential_T1 (eV),dipole_moment_S0 (D),dipole_moment_S1 (D),dipole_moment_T1 (D),0-0_S1 (eV),0-0_T1 (eV),ionization_potential (eV)
LYZUWPBJNDWQPW-UHFFFAOYSA-N,FC(c1ccc([nH]1)[C@@]1(N=N1)C(F)(F)F)(F)F,-7.050742,-2.740459,2.31,2.15,-0.37,-0.09,1.08964,1.08964,7.36312,2.52,2.24,8.67
LZCQUYIDGVQHLI-UHFFFAOYSA-N,Fc1csc(n1)c1cc2c3cc(c4scc(n4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1scc(n1)F)cc(c5ccc4)c1scc(n1)F,-5.69752,-2.966857,,,,,10.7604,,,,,
LZNQPVQUYBQTGK-UHFFFAOYSA-N,c1csc(n1)c1cc2c3cc(c4nccs4)c4c5c3c(c3c2c2c1cccc2c(c3)c1nccs1)cc(c5ccc4)c1nccs1,-5.586769,-2.813657,,,,,0.0002,,,,,
LZPRUGBFNLSXDE-DQRAZIAOSA-N,Cc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)C,-5.478468,-2.632157,,,,,11.78066,,3.55639,,0.14,5.9
LZUPKVCTPBDBIQ-KQQUZDAGSA-N,O=C1c2cc(/C=C/[N+](=O)[O-])ccc2C(=O)c2c1cc(/C=C/[N+](=O)[O-])cc2,-7.687488,-3.573943,2.69,2.74,-0.05,,4.53252,4.53252,,2.79,,8.84
MAAZYGIFEFYIMR-YPKPFQOOSA-N,C#Cc1ccc(s1)/N=N\c1ccc(s1)C#C,-6.193311,-3.081145,,1.13,,0.91,5.2025,,4.459,,0.22,7.03
MAFPWILHIKMBTE-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)O)c1ccc(o1)O,-5.946504,-3.037063,1.82,1.15,-0.78,-0.58,1.61254,1.61254,6.10598,1.93,1.73,6.94
MAHOBHICSQYOOP-UHFFFAOYSA-N,CC1=CC=C(C1)c1cc2c3cc(C4=CC=C(C4)C)c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(C1)C)cc(c5ccc4)C1=CC=C(C1)C,,,,,,,,,,,,
MDWBFZULKQGPHZ-DQRAZIAOSA-N,Fc1ncc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1cnc([nH]1)F,-5.954395,-2.861277,,0.75,,0.59,4.98684,,5.2913,,0.16,6.7
MEUKTEORSBLMAA-UHFFFAOYSA-N,[O-][N+](=O)c1ccc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc([nH]1)[N+](=O)[O-],-5.576157,-2.979375,,,,,14.1405,,,,,6.63
MFJWGNUVTGVVFW-YPKPFQOOSA-N,Sc1nnc(nn1)c1ccc(s1)/N=N\c1ccc(s1)c1nnc(nn1)S,-6.384879,-3.401423,,1.35,,1.13,6.2707,,5.0725,,0.22,7.17
MFSUNGROIVMMKV-UHFFFAOYSA-N,FC1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(C1)F,-5.191116,-2.414194,1.68,,,,1.48529,1.48529,0.74419,1.83,1.1,5.97
MGCNBKSGJJONKA-UHFFFAOYSA-N,Fc1ccc(nc1)[C@]1(F)N=N1,-7.563677,-2.584809,2.77,2.65,-0.27,0.08,3.67243,3.67243,7.7809,2.92,2.57,9.12
MHJPUELYLZVABE-UHFFFAOYSA-N,c1coc(n1)c1cc2c3cc(c4ncco4)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncco1)cc(c5ccc4)c1ncco1,-5.60228,-2.932027,,-4.33,,,3.19049,,,,,0.04
MHSWJWUTVYNRMD-UHFFFAOYSA-N,Fc1cc2c(c(c1F)F)c1ccc3c4c1c1c2c2cc(F)c(c(c2c2c1c1c4c(c4c3c(F)c(F)c(c4)F)c3c(c1cc2)c(F)c(c(c3)F)F)F)F,,,,,,,,,,,,
MIAWOSVGSUGHIC-ZCXUNETKSA-N,[O-][N+](=O)c1ccc(s1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(s1)[N+](=O)[O-],-6.179978,-3.649047,,1.2,,1.09,5.02041,,6.76978,,0.11,7.16
MIGUOAXZJSJHKS-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1nnc(nn1)C)c1nnc(nn1)C,-7.100811,-3.438975,1.49,2.24,0.47,0.9,0.28299,0.28299,0.24646,1.77,1.34,7.95
MJDKRWIOVGVRLO-VXPUYCOJSA-N,Sc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)S,-5.779698,-2.709438,,0.42,,0.26,6.3937,,5.35677,,0.16,6.1
MJFIVXQILNDVGB-UHFFFAOYSA-N,FC(Oc1cnc(o1)[C@@]1(N=N1)OC(F)(F)F)(F)F,-7.714156,-2.922231,2.37,2.54,-0.17,0.08,1.81063,1.81063,9.79393,2.71,2.46,8.95
MJQFAKGCPIEQAU-UHFFFAOYSA-N,FC(C#Cc1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C#CC(F)(F)F)(F)F,,,,,,,,,,,,
MKCAPRAFLBKDLH-UHFFFAOYSA-N,O=Cn1c(OC)ccc1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C=O)OC,-5.349758,-2.438412,,,,,4.45323,,,,,
MKMLYSRSAONWPR-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(nc1)c1cc2c3cc(c4ccc(cn4)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cn1)[N+](=O)[O-])cc(c5ccc4)c1ccc(cn1)[N+](=O)[O-],,,,,,,,,,,,
MKVRCXSUZXRYQG-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc[nH]1)c1ccc[nH]1,-6.063785,-3.055294,1.88,1.35,-0.65,-0.42,4.8286,4.8286,9.13307,2,1.77,7.06
MLBITYNKUMCSPC-ISLYRVAYSA-N,[O-][N+](=O)c1nnc(nn1)c1ccc(cc1)/N=N/c1ccc(cc1)c1nnc(nn1)[N+](=O)[O-],-7.336462,-3.962794,0.69,,,,0.0358,0.0358,0.34399,1.49,1.41,8.37
MLNKIVWLFFGEAU-JOTQOCCUSA-N,S/C=C/O/C=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=C\O/C=C/S,-6.083105,-2.696376,,,,,3.38623,,,,,6.82
MLVPVDPNMXZHAL-UHFFFAOYSA-N,c1csc(n1)[C@@H]1N=N1,-7.112512,-2.372833,2.59,2.15,-0.66,-0.35,1.9834,1.9834,8.01215,2.81,2.5,8.69
MNFKRXGMXVVAOQ-UHFFFAOYSA-N,FC(c1ccc(cc1)c1cc2c3cc(c4ccc(cc4)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)C(F)(F)F)cc(c5ccc4)c1ccc(cc1)C(F)(F)F)(F)F,,,,,,,,,,,,
MNLARFLVKUCHTB-OCEACIFDSA-N,[O-][N+](=O)c1ccc(nc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(cn1)[N+](=O)[O-],-6.845024,-3.398158,,1.77,,0.7,5.35083,,6.82581,,1.07,0.33
MOBFLYMDEMDHNJ-UHFFFAOYSA-N,Fc1ccc2c(c1)c1ccc3c4c1c1c2c2ccc(cc2c2c1c1c4c(c4c3cc(F)cc4)c3c(c1cc2)cc(cc3)F)F,-5.748405,-2.204122,2.41,,,,0,0,,2.45,,
MPJLNHAYPJPOOW-AFUUSBDKSA-N,N#C/C=C\O/C=C\c1cc2c3cc(/C=C\O/C=C/C#N)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C/C#N)cc(c5ccc4)/C=C\O/C=C/C#N,,,,,,,,,,,,
MPOJYXZSUDTMRQ-ISLYRVAYSA-N,c1coc(c1)c1ccc(o1)/N=N/c1ccc(o1)c1ccco1,-5.576701,-2.886856,1.55,0.66,-1.05,-0.05,1.41099,1.41099,1.97121,1.71,0.71,6.34
MPSQKFNIENVJSP-UHFFFAOYSA-N,N#Cc1cnc(o1)[C@]1(C#N)N=N1,-7.953616,-3.158425,2.77,3.04,0.04,0.34,4.74689,4.74689,7.07455,3,2.7,9.72
MQBFZVASMJQCFF-UHFFFAOYSA-N,Sc1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)S,-5.652077,-3.14101,,0.86,,,2.80781,,,,,6.51
MQVCYKGFUVSGAY-HUWOUMPJSA-N,S/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N\S,-6.14161,-3.140194,,,,,4.96367,,4.26862,,0.2,6.9
MRVDIWCRWWNSIW-UHFFFAOYSA-N,N1=N[C@@H]1c1nncnn1,-7.382721,-3.347817,1.77,2.4,0.56,0.99,1.4521,1.4521,1.51777,1.84,1.41,8.95
MSRWQLFVIGKNSX-UHFFFAOYSA-N,Sc1ncc([nH]1)[C@]1(S)N=N1,-6.336987,-2.345621,1.92,1.45,-0.82,-0.58,4.10957,4.10957,10.95789,2.27,2.03,7.77
MTCSWNFRGUZZQB-VXPUYCOJSA-N,Cn1c(ccc1[N+](=O)[O-])c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)[N+](=O)[O-],-6.317667,-3.237611,,1.11,,0.87,8.96226,,6.0275,,0.24,7.06
MTEQHCIFYAMMCB-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1cnc([nH]1)C)c1cnc([nH]1)C,-6.297803,-3.125772,1.99,1.45,-0.65,-0.43,6.3787,6.3787,10.66512,2.1,1.88,7.24
MTONWXDFLYUQKU-UHFFFAOYSA-N,Sc1ccc([nH]1)c1cc2c3cc(c4ccc([nH]4)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc([nH]1)S)cc(c5ccc4)c1ccc([nH]1)S,-5.295608,-2.520318,,,,,3.90957,,3.79828,,0.22,
MTPLHRKRPUCSNW-ISLYRVAYSA-N,OC1=CC=C(S1(=O)=O)c1ccc(o1)/N=N/c1ccc(o1)C1=CC=C(S1(=O)=O)O,-5.806093,-3.318973,1.35,0.86,-0.65,0.41,8.21954,8.21954,8.1688,1.51,0.45,6.62
MTRSAADJQVZTTR-UHFFFAOYSA-N,Cc1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)C,-5.653165,-3.000599,,0.84,,,1.21894,,,,,6.49
MUAQFCRZYXCWMR-UHFFFAOYSA-N,Fc1ccc(o1)c1cc2c3cc(c4ccc(o4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(o1)F)cc(c5ccc4)c1ccc(o1)F,,,,,,,,,4.49498,,,
MUGLPCCJBAVXKQ-VXPUYCOJSA-N,O=Cn1cccc1c1ccc(s1)/N=N\c1ccc(s1)c1cccn1C=O,-6.086915,-2.82563,,0.8,,0.57,6.42159,,5.15812,,0.23,6.57
MUIDZKYQJWIUJE-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1[nH]cc(c1)C)c1[nH]cc(c1)C,-5.960382,-3.007947,1.87,1.19,-0.79,-0.54,0.9584,0.9584,3.56281,1.98,1.73,6.82
MUWCWQSJGMOQQK-VHXPQNKSSA-N,Clc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)Cl,-6.11984,-2.846039,,0.88,,0.67,4.7934,,3.88629,,0.21,6.64
MVBAVADLRAQYLB-FMQUCBEESA-N,Fc1cnc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(s1)F,-5.954123,-3.200603,1.55,1.01,-0.72,0.28,1.76389,1.76389,1.3739,1.73,0.73,6.81
MVIZPPNIWQMMMN-VXPUYCOJSA-N,n1cc([nH]c1)c1ccc(s1)/N=N\c1ccc(s1)c1[nH]cnc1,-5.724731,-2.932299,,,,,1.9441,,0.6852,,0.17,6.49
MVTJFTFARBCLKA-MYUULXRZSA-N,N=Cc1ccc(s1)/N=N\c1ccc(s1)C=N,-6.406376,-3.192168,,,,,5.79705,,5.25854,,0.23,7.32
MWDFQPDJWWCJFC-YODPDAALSA-N,O/N=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=N/O,-6.828425,-2.998695,,1.77,,0.69,4.55227,,4.71421,,1.08,7.76
MWGSTMUSSPAFHC-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(s1)O)c1ncc(s1)O,-6.451819,-3.209583,2.1,,,,2.80863,2.80863,7.93452,2.2,2.01,7.39
MWHXDDDCEBJOOZ-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C#C[N+](=O)[O-])C#C[N+](=O)[O-],,,,,,,,,,,,
MWICKHZZMVWCRX-UHFFFAOYSA-N,N#Cc1nnc(nn1)[C@]1(C#N)N=N1,-8.085047,-4.006876,1.22,3.1,1.26,1.64,3.39337,3.39337,3.24326,1.84,1.46,9.82
MXLHCQJJQHKRNB-UHFFFAOYSA-N,Oc1coc(n1)[C@]1(O)N=N1,-6.865705,-2.504264,2.31,1.93,-0.58,-0.26,3.57118,3.57118,9.38058,2.51,2.19,8.45
MXOFOMLTZLRBJK-QURGRASLSA-N,Clc1ccc(n1C)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C)Cl,-5.28309,-2.726581,1.48,0.38,-1.23,,2.69176,2.69176,,1.61,,5.99
MXOIRLYYIXXIBC-UHFFFAOYSA-N,FC(Oc1cnc(s1)[C@@]1(N=N1)OC(F)(F)F)(F)F,-7.645311,-2.983184,2.31,2.47,-0.2,0,2.04807,2.04807,7.69542,2.67,2.47,8.91
MYEGGVBZYLTSHD-UHFFFAOYSA-N,N#CC#Cc1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C#CC#N,,,,,,,,,,,,
MYMCCQOKBAWNCS-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cc1)Cl)c1ccc(cc1)Cl,-6.890739,-3.145092,2.43,2.17,-0.42,-0.19,1.545,1.545,2.286,2.59,2.36,7.82
MYSHGDYHOSJOCQ-UHFFFAOYSA-N,FC(Oc1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cn1)OC(F)(F)F)(F)F,-5.511394,-2.550251,,,,,2.03642,,,,,
MYZXZTIAXGTQLV-UHFFFAOYSA-N,Fc1cnc(nc1)[C@]1(F)N=N1,-7.976473,-2.702091,2.98,3.07,-0.03,0.36,3.7943,3.7943,6.71008,3.1,2.71,9.53
MYZZDPQANNNJDA-DQRAZIAOSA-N,Oc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)O,-5.675206,-2.835971,,0.57,,0.38,10.7774,,8.9341,,0.19,6.24
MZAJZFSNDKQOQC-QVIHXGFCSA-N,N#Cc1ccc(nc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(cn1)C#N,-6.74543,-3.061009,,1.72,,0.64,5.86941,,6.48141,,1.08,7.64
MZCAIXMFCGSKDV-UHFFFAOYSA-N,c1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nncnn1,-5.699152,-3.092846,,-4.33,,,3.50458,,,,,6.64
MZCVGFHRLMKZGY-UHFFFAOYSA-N,Oc1cc2c3cc(O)c4c5c3c(c3c2c2c1cccc2c(c3)O)cc(c5ccc4)O,-5.125536,-2.167387,1.98,0.34,-1.72,-0.89,5.27647,5.27647,5.44552,2.06,1.23,5.98
MZMKKUGPMQLOMG-QVIHXGFCSA-N,FC(c1cnc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(s1)C(F)(F)F)(F)F,-6.704069,-3.156793,,1.83,,0.77,0.0053,,0.6307,,1.06,7.66
MZXRLNDAPMCRHM-UHFFFAOYSA-N,Cn1c(ccc1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C)OC(F)(F)F)OC(F)(F)F,-5.453706,-2.472154,,,,,5.8689,,,,,
NBYWLXTYPITBRF-UHFFFAOYSA-N,c1ccc2c(c1)sc1c2c2ccc3c4c2c2c1c1sc5c(c1c1c2c2c4c(c4c3c3ccccc3s4)c3c(c2cc1)c1c(s3)cccc1)cccc5,,,,,,,,,,,,
NCCHNDROWKVNLR-OLCNVMMDSA-N,C/C=C\c1ccc(s1)/N=N/c1ccc(s1)/C=C\C,-5.962014,-2.729846,,0.68,,0.54,6.94202,,4.67111,,0.14,6.48
NCDMQYQHPCGCCS-UHFFFAOYSA-N,c1csc(c1)[C@@H]1N=N1,-6.679034,-2.129835,2.41,1.72,-0.89,-0.57,2.20296,2.20296,8.5518,2.61,2.29,8.2
NCGSINXYGXNQDP-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)O)c1ccc(n1C)O,-5.638743,-2.963864,1.6,0.78,-0.95,-0.76,3.70234,3.70234,9.00507,1.73,1.54,6.5
NDBUZFCFWBQMGU-UHFFFAOYSA-N,Oc1nnc(nn1)c1cc2c3cc(c4nnc(nn4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1nnc(nn1)O)cc(c5ccc4)c1nnc(nn1)O,,,,,,,,,,,,
NEPKELDIRWSVAJ-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cc1)S)c1ccc(cc1)S,-6.345967,-3.0972,2.15,1.67,-0.62,-0.31,1.69044,1.69044,20.7784,2.29,1.98,7.28
NFCQXTIJDSHURF-FMOGVSSSSA-N,FC(/C=C/O/C=C\c1ccc(o1)/N=N/c1ccc(o1)/C=C\O/C=C\C(F)(F)F)(F)F,-5.700241,-2.849304,,,,,2.07969,,2.00657,,0.72,6.6
NGPVVXZPVMKQOI-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1cnc([nH]1)S)c1cnc([nH]1)S,-6.151406,-3.148357,1.87,1.57,-0.44,-0.26,3.24,3.24,9.468,2.01,1.83,7.15
NGYPRDGPTXUVCT-SFECMWDFSA-N,O/C=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C\O,-6.443928,-3.069444,2.11,1.59,-0.69,-0.22,1.80939,1.80939,13.33527,2.28,1.81,7.6
NHKOWWAUKHXNIP-UHFFFAOYSA-N,c1ccc2c(c1)c1c3cnccc3c3c4c1c1c2c2cnccc2c2c1c1c4c(c4c3ccnc4)c3c(c1c1c2ccnc1)cccc3,-6.101337,-2.582088,,,,,0,,,,,
NIAFOSMNTKOEGH-UHFFFAOYSA-N,FC(c1ncc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1cnc([nH]1)C(F)(F)F)(F)F,-6.879582,-3.263461,2.32,2.02,-0.44,-0.19,2.4374,2.4374,1.3563,2.46,2.21,8.07
NIIUXFAANUZCNE-UHFFFAOYSA-N,c1ccc2c(c1)sc1c2c2ccc3c4c2c2c1c1sc5c(c1c1c2c2c4c(c4c3c3ccccc3s4)c3c(c2c2c1cccc2)c1c(s3)cccc1)cccc5,,,,,,,,,,,,
NIUUGWCTNJUJTK-UHFFFAOYSA-N,Sc1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(cn1)S,-5.466223,-2.571476,,,,,3.55946,,,,,
NJXWMZGIALRBFI-UHFFFAOYSA-N,Cc1ccc(o1)c1cc2c3cc(c4ccc(o4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(o1)C)cc(c5ccc4)c1ccc(o1)C,-5.171524,-2.550795,,,,,0.19527,,,,,
NKJWJTHATKYXLE-QNEJGDQOSA-N,FC(c1ccc([nH]1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc([nH]1)C(F)(F)F)(F)F,-6.137256,-2.7625,,1.33,,0.25,1.53316,,1.39365,,1.08,7.05
NLKJLDRJMXBWEE-UHFFFAOYSA-N,c1ncc([nH]1)c1cc2c3cc(c4cnc[nH]4)c4c5c3c(c3c2c2c1cccc2c(c3)c1cnc[nH]1)cc(c5ccc4)c1cnc[nH]1,-5.455066,-2.597055,,,,,7.31092,,,,,
NNLCGKGYRBFIHI-OCEACIFDSA-N,N#Cc1ccc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cn1)C#N,-6.199842,-3.355436,1.59,1.25,-0.53,0.45,5.87912,5.87912,5.74359,1.78,0.8,7.22
NNODELAMZQIUFP-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cn1)[N+](=O)[O-],-5.586225,-3.187814,,,,,12.108,,,,,
NOCRKHKVSYSVHP-UHFFFAOYSA-N,[O-][N+](=O)c1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(cn1)[N+](=O)[O-],-5.685819,-3.409042,,,,,8.9611,,,,,6.68
NOXQZEMJARMMDU-OCEACIFDSA-N,FC(c1cnc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(s1)C(F)(F)F)(F)F,-6.24855,-3.394892,,1.33,,0.59,1.05936,,1.38879,,0.74,7.22
NPDFXBGWLDCBKO-UHFFFAOYSA-N,O=Cn1c(O)ccc1c1cc2c3cc(c4ccc(n4C=O)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C=O)O)cc(c5ccc4)c1ccc(n1C=O)O,,,,,,,,,,,,
NRBURGVTCFDSMW-UHFFFAOYSA-N,c1coc(n1)[C@@H]1N=N1,-7.175914,-2.36603,2.6,2.25,-0.6,-0.31,1.70831,1.70831,8.05245,2.85,2.56,8.84
NRQBYDWEXXWSDI-DQRAZIAOSA-N,FC(c1nnc(nn1)c1ccc(o1)/N=N\c1ccc(o1)c1nnc(nn1)C(F)(F)F)(F)F,-6.810193,-3.858302,,1.84,,1.09,10.51201,,10.39168,,0.75,7.99
NSCSWGRVYZWBPG-UHFFFAOYSA-N,COc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)OC,-5.282274,-2.437324,1.79,,,,3.83914,3.83914,,1.92,,
NSVBZFGZCLVDSX-GKMNODQZSA-N,N#C/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N\C#N,-6.81754,-3.787553,,1.72,,1.49,9.51148,,7.66933,,0.23,7.98
NUBLRKNGQPFJPJ-UHFFFAOYSA-N,OC#Cc1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C#CO,,,,,,,,,,,,
NUXYGLUUCJINHN-BUHFOSPRSA-N,C=Cc1ccc(o1)/N=N/c1ccc(o1)C=C,-5.815345,-2.888216,1.76,0.88,-1.04,0.14,0,0,0,1.92,0.74,6.71
NVBJYCYMIBFHFG-UHFFFAOYSA-N,FC(C1=CC=C(C1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C1=CC=C(C1)C(F)(F)F)(F)F,-6.541617,-3.220467,2.14,-4.28,-6.54,-6.25,5.4681,5.4681,1.154,2.26,1.97,7.66
NVPLGYDRYVYVBZ-UHFFFAOYSA-N,COc1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)OC,-5.622144,-3.097744,1.14,,,,2.1877,2.1877,,1.49,,
NVRHEUZFJIODGT-UHFFFAOYSA-N,O=Cn1c(ccc1[N+](=O)[O-])c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C=O)[N+](=O)[O-],-7.26163,-3.491765,2.45,,,,8.18998,8.18998,,2.58,,8.33
NWFYNCFZQIPJID-CXTSRPLSSA-N,N#C/C=C\c1ccc(s1)/N=N\c1ccc(s1)/C=C/C#N,-6.543794,-3.293938,,1.19,,1.06,9.21294,,4.90525,,0.13,7.21
NWTQWQBAWLAPQC-HNPZLRBASA-N,C/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N\C,-6.394403,-3.15516,,1.3,,1.04,3.0287,,3.0372,,0.26,7.28
NWTVUGLGZMCHKI-UHFFFAOYSA-N,FC1=CC=C(C1)[C@]1(F)N=N1,-6.516855,-2.481134,2.02,1.61,-0.62,-0.29,1.73145,1.73145,9.22436,2.23,1.9,8.19
NXEHLTPSELYRLD-UHFFFAOYSA-N,N#Cc1ccc(s1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(s1)C#N,-6.947339,-3.325775,2.34,2.03,-0.44,0.08,6.16411,6.16411,5.73151,2.47,1.95,8.06
NXKXAFYQGYROAE-DQRAZIAOSA-N,Fc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)F,-5.482822,-2.805766,,0.49,,0.29,9.0184,,7.9466,,0.2,6.15
NXPNMLUFHSVALN-UHFFFAOYSA-N,Sc1csc(n1)c1cc2c3cc(c4scc(n4)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1scc(n1)S)cc(c5ccc4)c1scc(n1)S,-5.615069,-2.883318,,,,,2.07455,,,,,
NXTDUJHUOIEOGF-UHFFFAOYSA-N,FC(Oc1ccc(o1)[C@@]1(N=N1)OC(F)(F)F)(F)F,-7.151696,-2.792977,2.05,2.01,-0.38,-0.09,3.50557,3.50557,10.44093,2.39,2.1,8.46
NYMDESIINVCXAW-UHFFFAOYSA-N,SC#Cc1cc2c3cc(C#CS)c4c5c3c(c3c2c2c1cccc2c(c3)C#CS)cc(c5ccc4)C#CS,-5.355201,-2.726037,,0.55,,-0.54,2.28504,,2.29254,,1.09,6.01
NYXJUXLBFPWZBV-JVHCSDPSSA-N,Cl/N=C\c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1/C=N/Cl,-5.700785,-2.911618,1.82,0.83,-1.08,-0.31,3.7004,3.7004,4.1578,1.91,1.14,6.7
NYZCKEGDULHRHW-QURGRASLSA-N,N#CC#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#CC#N,-7.042034,-3.328497,1.02,2.09,0.38,0.74,0,0,0,1.71,1.35,8.19
NZLQNLRTMWQPAI-WQMFOKDPSA-N,FC(/C=C/O/C=C\c1ccc(s1)/N=N\c1ccc(s1)/C=C\O/C=C\C(F)(F)F)(F)F,-5.813168,-2.828351,,,,,11.19547,,8.1296,,0.16,6.35
NZROCRUBYJFUFL-UHFFFAOYSA-N,Oc1ccc(cc1)[C@]1(O)N=N1,-6.599305,-2.196775,2.3,1.69,-0.82,-0.5,3.67219,3.67219,8.81154,2.51,2.19,7.93
OABQUKQVPGMFJT-WCWDXBQESA-N,Cc1ccc(o1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(o1)C,-5.772895,-2.662634,,0.94,,-0.1,0.25678,,5.97466,,1.04,6.48
OAPHTAZJCMLJQP-UHFFFAOYSA-N,FC(Oc1cnc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(o1)OC(F)(F)F)(F)F,-5.578606,-2.798147,,,,,3.44092,,,,,
